"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2420","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Feb 19 16:50:24 UTC 2026","passed","Thu Feb 19 16:50:27 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","5093","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Feb 19 16:49:10 UTC 2026","passed","Thu Feb 19 16:49:15 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2711","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Feb 19 16:50:12 UTC 2026","passed","Thu Feb 19 16:50:14 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: Verify that minimum dataset vaccination record will be created through batch file","127495","Verify that minimum dataset vaccination record will be created through batch file","features.batchTests.Steps","Thu Feb 19 16:53:02 UTC 2026","broken","Thu Feb 19 16:55:10 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that unauthenticated clients cannot get a successful response from the API","137","Verify that unauthenticated clients cannot get a successful response from the API","features.APITests.steps","Thu Feb 19 16:50:42 UTC 2026","passed","Thu Feb 19 16:50:43 UTC 2026","","Get the API status","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3414","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Feb 19 16:49:15 UTC 2026","passed","Thu Feb 19 16:49:19 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4647","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Feb 19 16:49:44 UTC 2026","passed","Thu Feb 19 16:49:49 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2407","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Feb 19 16:50:34 UTC 2026","passed","Thu Feb 19 16:50:36 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that the /ping endpoint works","134","Verify that the /ping endpoint works","features.APITests.steps","Thu Feb 19 16:50:41 UTC 2026","passed","Thu Feb 19 16:50:41 UTC 2026","","Get the API status","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3132","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Feb 19 16:49:28 UTC 2026","passed","Thu Feb 19 16:49:31 UTC 2026","","Create the immunization event for a patient","",""
