"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3319","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:43:31 UTC 2026","passed","Wed Jan 28 09:43:34 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: Verify that full dataset vaccination record will be created through batch file","60821","Verify that full dataset vaccination record will be created through batch file","features.batchTests.Steps","Wed Jan 28 09:44:51 UTC 2026","passed","Wed Jan 28 09:45:51 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2954","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:43:59 UTC 2026","passed","Wed Jan 28 09:44:02 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that the /status endpoint works","497","Verify that the /status endpoint works","features.APITests.steps","Wed Jan 28 09:44:38 UTC 2026","passed","Wed Jan 28 09:44:39 UTC 2026","","Get the API status","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2747","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:44:35 UTC 2026","passed","Wed Jan 28 09:44:38 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2989","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:43:53 UTC 2026","passed","Wed Jan 28 09:43:56 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4343","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:42:38 UTC 2026","passed","Wed Jan 28 09:42:43 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2887","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:43:48 UTC 2026","passed","Wed Jan 28 09:43:51 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2811","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:43:45 UTC 2026","passed","Wed Jan 28 09:43:48 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3341","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:43:23 UTC 2026","passed","Wed Jan 28 09:43:27 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3525","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:42:50 UTC 2026","passed","Wed Jan 28 09:42:54 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2740","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:44:10 UTC 2026","passed","Wed Jan 28 09:44:13 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2769","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:44:16 UTC 2026","passed","Wed Jan 28 09:44:18 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/delete_batch.feature: Delete immunization event for a patient through batch file","51093","Delete immunization event for a patient through batch file","features.batchTests.Steps","Wed Jan 28 09:46:46 UTC 2026","passed","Wed Jan 28 09:47:37 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3539","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:43:02 UTC 2026","passed","Wed Jan 28 09:43:06 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3750","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:42:43 UTC 2026","passed","Wed Jan 28 09:42:46 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3725","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:43:27 UTC 2026","passed","Wed Jan 28 09:43:31 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3782","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:42:46 UTC 2026","passed","Wed Jan 28 09:42:50 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that the Update API will be successful with all the valid parameters","5900","Verify that the Update API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:44:40 UTC 2026","passed","Wed Jan 28 09:44:45 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4671","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:42:54 UTC 2026","passed","Wed Jan 28 09:42:58 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3545","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:42:58 UTC 2026","passed","Wed Jan 28 09:43:02 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2690","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:44:08 UTC 2026","passed","Wed Jan 28 09:44:10 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2600","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:43:51 UTC 2026","passed","Wed Jan 28 09:43:53 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2773","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:44:02 UTC 2026","passed","Wed Jan 28 09:44:05 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2837","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Jan 28 09:43:42 UTC 2026","passed","Wed Jan 28 09:43:45 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","29750","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Jan 28 09:42:09 UTC 2026","passed","Wed Jan 28 09:42:38 UTC 2026","","Create the immunization event for a patient","",""
