"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","5669","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Apr 15 08:24:39 UTC 2026","passed","Wed Apr 15 08:24:45 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","39132","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Apr 15 08:14:56 UTC 2026","passed","Wed Apr 15 08:15:35 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","4426","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Apr 15 08:25:56 UTC 2026","passed","Wed Apr 15 08:26:01 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if date from is invalid","2052","Verify that Search API will throw error if date from is invalid","features.APITests.steps","Wed Apr 15 08:27:03 UTC 2026","passed","Wed Apr 15 08:27:05 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if both NHS Number and Disease Type are invalid","2041","Verify that Search API will throw error if both NHS Number and Disease Type are invalid","features.APITests.steps","Wed Apr 15 08:26:45 UTC 2026","passed","Wed Apr 15 08:26:47 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API returns immunization events when searching by target-disease (GET)","5479","Verify that Search API returns immunization events when searching by target-disease (GET)","features.APITests.steps","Wed Apr 15 08:28:52 UTC 2026","passed","Wed Apr 15 08:28:58 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4709","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Apr 15 08:16:57 UTC 2026","passed","Wed Apr 15 08:17:02 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4917","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Apr 15 08:16:47 UTC 2026","passed","Wed Apr 15 08:16:52 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/read.feature: Flu event is created and updated twice and read request fetch the latest version and Etag","8675","Flu event is created and updated twice and read request fetch the latest version and Etag","features.APITests.steps","Wed Apr 15 08:23:41 UTC 2026","passed","Wed Apr 15 08:23:50 UTC 2026","","Read the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if expiration date has invalid formatted date","1967","Verify that the POST Create API will fail if expiration date has invalid formatted date","features.APITests.steps","Wed Apr 15 08:21:38 UTC 2026","passed","Wed Apr 15 08:21:40 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier","6467","Flu event is created and search post request fetch the only one record matched with identifier","features.APITests.steps","Wed Apr 15 08:27:27 UTC 2026","passed","Wed Apr 15 08:27:33 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4607","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Apr 15 08:25:01 UTC 2026","passed","Wed Apr 15 08:25:05 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if include is invalid","2664","Verify that Search API will throw error if include is invalid","features.APITests.steps","Wed Apr 15 08:26:28 UTC 2026","passed","Wed Apr 15 08:26:30 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will fail if expiration date has invalid formatted date","5171","Scenario Outline name: Verify that the Update API will fail if expiration date has invalid formatted date","features.APITests.steps","Wed Apr 15 08:32:44 UTC 2026","passed","Wed Apr 15 08:32:49 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that clients cannot make a direct connection without mTLS to AWS backend","600","Verify that clients cannot make a direct connection without mTLS to AWS backend","features.APITests.steps","Wed Apr 15 08:29:50 UTC 2026","passed","Wed Apr 15 08:29:51 UTC 2026","","Get the API status","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","2121","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Wed Apr 15 08:26:30 UTC 2026","passed","Wed Apr 15 08:26:33 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","22934","Verify that the POST Create API will fail if doseNumberPositiveInt is not valid","features.APITests.steps","Wed Apr 15 08:20:12 UTC 2026","passed","Wed Apr 15 08:20:35 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if target-disease is used together with identifier","6031","Verify that Search API will throw error if target-disease is used together with identifier","features.APITests.steps","Wed Apr 15 08:29:18 UTC 2026","passed","Wed Apr 15 08:29:24 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4750","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Apr 15 08:24:17 UTC 2026","passed","Wed Apr 15 08:24:22 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that the update request will fail for invalid Etag value","1872","Verify that the update request will fail for invalid Etag value","features.APITests.steps","Wed Apr 15 08:33:25 UTC 2026","passed","Wed Apr 15 08:33:27 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","1884","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","features.APITests.steps","Wed Apr 15 08:21:35 UTC 2026","passed","Wed Apr 15 08:21:37 UTC 2026","","Create the immunization event for a patient","",""
