"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if date to is invalid","1496","Verify that Search API will throw error if date to is invalid","features.APITests.steps","Thu Apr 16 08:55:31 UTC 2026","passed","Thu Apr 16 08:55:33 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API request with minimal dataset for different vaccine types","2536","Verify that the POST Create API request with minimal dataset for different vaccine types","features.APITests.steps","Thu Apr 16 08:51:37 UTC 2026","broken","Thu Apr 16 08:51:39 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if recorded has future or invalid formatted date","2495","Scenario Outline name: Verify that the Update API will be fails if recorded has future or invalid formatted date","features.APITests.steps","Thu Apr 16 08:57:00 UTC 2026","broken","Thu Apr 16 08:57:03 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that update will be successful when request is triggered by other supplier with authorize permission","1842","Verify that update will be successful when request is triggered by other supplier with authorize permission","features.APITests.steps","Thu Apr 16 08:56:40 UTC 2026","broken","Thu Apr 16 08:56:42 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if nhs number is invalid","1240","Verify that the POST Create API will fail if nhs number is invalid","features.APITests.steps","Thu Apr 16 08:52:38 UTC 2026","passed","Thu Apr 16 08:52:39 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","245182","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Apr 16 08:44:23 UTC 2026","failed","Thu Apr 16 08:48:28 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Flu event is created and search post request fetch the only one record matched with identifier and _elements","2435","Flu event is created and search post request fetch the only one record matched with identifier and  elements","features.APITests.steps","Thu Apr 16 08:55:49 UTC 2026","broken","Thu Apr 16 08:55:51 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API request with minimal dataset for different vaccine types","2521","Verify that the POST Create API request with minimal dataset for different vaccine types","features.APITests.steps","Thu Apr 16 08:51:00 UTC 2026","broken","Thu Apr 16 08:51:03 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient gender is invalid","1499","Verify that the POST Create API will fail if patient gender is invalid","features.APITests.steps","Thu Apr 16 08:53:09 UTC 2026","passed","Thu Apr 16 08:53:11 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient surname is invalid","1233","Verify that the POST Create API will fail if patient surname is invalid","features.APITests.steps","Thu Apr 16 08:52:47 UTC 2026","passed","Thu Apr 16 08:52:48 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","1284","Verify that the POST Create API will fail if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Thu Apr 16 08:52:16 UTC 2026","passed","Thu Apr 16 08:52:17 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","1438","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Thu Apr 16 08:55:08 UTC 2026","passed","Thu Apr 16 08:55:10 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Verify that the update request will fail for invalid Etag value","2162","Verify that the update request will fail for invalid Etag value","features.APITests.steps","Thu Apr 16 08:57:27 UTC 2026","passed","Thu Apr 16 08:57:29 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","1273","Verify that the POST Create API will fail if patient's data of birth has future or invalid formatted date","features.APITests.steps","Thu Apr 16 08:52:30 UTC 2026","passed","Thu Apr 16 08:52:32 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","245705","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Apr 16 08:40:17 UTC 2026","failed","Thu Apr 16 08:44:23 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","1459","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Thu Apr 16 08:55:07 UTC 2026","passed","Thu Apr 16 08:55:08 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2664","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Apr 16 08:54:14 UTC 2026","broken","Thu Apr 16 08:54:17 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2577","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Apr 16 08:54:17 UTC 2026","broken","Thu Apr 16 08:54:20 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API returns 200 with results and OperationOutcome with authorized and unauthorized Disease Type for the supplier","2462","Verify that Search API returns 200 with results and OperationOutcome with authorized and unauthorized Disease Type for the supplier","features.APITests.steps","Thu Apr 16 08:55:22 UTC 2026","broken","Thu Apr 16 08:55:24 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if both different combination of dates and include is invalid","1502","Verify that Search API will throw error if both different combination of dates and include is invalid","features.APITests.steps","Thu Apr 16 08:55:10 UTC 2026","passed","Thu Apr 16 08:55:11 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2478","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Apr 16 08:54:33 UTC 2026","broken","Thu Apr 16 08:54:36 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","2789","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Apr 16 08:50:34 UTC 2026","broken","Thu Apr 16 08:50:37 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if date to is invalid","1512","Verify that Search API will throw error if date to is invalid","features.APITests.steps","Thu Apr 16 08:55:30 UTC 2026","passed","Thu Apr 16 08:55:31 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2485","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Apr 16 08:54:12 UTC 2026","broken","Thu Apr 16 08:54:14 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/delete.feature: Verify that the Delete event request will fail with unauthorized access for MAVIS supplier","1826","Verify that the Delete event request will fail with unauthorized access for MAVIS supplier","features.APITests.steps","Thu Apr 16 08:53:26 UTC 2026","broken","Thu Apr 16 08:53:28 UTC 2026","","Delete an immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API request with minimal dataset for different vaccine types","2485","Verify that the POST Create API request with minimal dataset for different vaccine types","features.APITests.steps","Thu Apr 16 08:50:52 UTC 2026","broken","Thu Apr 16 08:50:55 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API returns immunization events when searching by target-disease (POST)","2402","Verify that Search API returns immunization events when searching by target-disease (POST)","features.APITests.steps","Thu Apr 16 08:56:01 UTC 2026","broken","Thu Apr 16 08:56:03 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","2346","Scenario Outline name: Verify that the Update API will be fails if occurrenceDateTime has future or invalid formatted date","features.APITests.steps","Thu Apr 16 08:56:52 UTC 2026","broken","Thu Apr 16 08:56:54 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient forename is invalid","1306","Verify that the POST Create API will fail if patient forename is invalid","features.APITests.steps","Thu Apr 16 08:52:42 UTC 2026","passed","Thu Apr 16 08:52:43 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2536","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Apr 16 08:54:28 UTC 2026","broken","Thu Apr 16 08:54:30 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API will fail if patient forename is invalid","1249","Verify that the POST Create API will fail if patient forename is invalid","features.APITests.steps","Thu Apr 16 08:52:39 UTC 2026","passed","Thu Apr 16 08:52:41 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2443","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Apr 16 08:54:23 UTC 2026","broken","Thu Apr 16 08:54:25 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that Search API will throw error if target-disease is used together with identifier","2481","Verify that Search API will throw error if target-disease is used together with identifier","features.APITests.steps","Thu Apr 16 08:56:08 UTC 2026","broken","Thu Apr 16 08:56:10 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API request with minimal dataset for different vaccine types","3321","Verify that the POST Create API request with minimal dataset for different vaccine types","features.APITests.steps","Thu Apr 16 08:51:09 UTC 2026","broken","Thu Apr 16 08:51:12 UTC 2026","","Create the immunization event for a patient","",""
