"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/delete_batch.feature: Delete immunization event for a patient through batch file","124845","Delete immunization event for a patient through batch file","features.batchTests.Steps","Wed Feb 18 12:37:55 UTC 2026","failed","Wed Feb 18 12:40:00 UTC 2026","","Create the immunization event for a patient through batch file and update the record from batch or Api calls","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","8847","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Feb 18 12:32:56 UTC 2026","passed","Wed Feb 18 12:33:05 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","2685","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Feb 18 12:32:05 UTC 2026","passed","Wed Feb 18 12:32:08 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3069","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Feb 18 12:32:26 UTC 2026","passed","Wed Feb 18 12:32:29 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/update.feature: Flu event is created and updated twice","4094","Flu event is created and updated twice","features.APITests.steps","Wed Feb 18 12:33:38 UTC 2026","passed","Wed Feb 18 12:33:42 UTC 2026","","Update the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3145","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Feb 18 12:32:14 UTC 2026","passed","Wed Feb 18 12:32:17 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2173","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Feb 18 12:33:14 UTC 2026","passed","Wed Feb 18 12:33:16 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: Verify that minimum dataset vaccination record will be created through batch file","126333","Verify that minimum dataset vaccination record will be created through batch file","features.batchTests.Steps","Wed Feb 18 12:35:49 UTC 2026","broken","Wed Feb 18 12:37:55 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3068","Verify that the POST Create API for different vaccine types","features.APITests.steps","Wed Feb 18 12:31:56 UTC 2026","passed","Wed Feb 18 12:31:59 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2327","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Wed Feb 18 12:33:20 UTC 2026","passed","Wed Feb 18 12:33:23 UTC 2026","","Search the immunization of a patient","",""
