"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","3803","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Jan 29 22:27:28 UTC 2026","passed","Thu Jan 29 22:27:32 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/create.feature: Verify that the POST Create API for different vaccine types","4551","Verify that the POST Create API for different vaccine types","features.APITests.steps","Thu Jan 29 22:27:11 UTC 2026","passed","Thu Jan 29 22:27:16 UTC 2026","","Create the immunization event for a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2949","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 29 22:29:04 UTC 2026","passed","Thu Jan 29 22:29:07 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/batchTests/create_batch.feature: Verify that full dataset vaccination record will be created through batch file","60650","Verify that full dataset vaccination record will be created through batch file","features.batchTests.Steps","Thu Jan 29 22:29:22 UTC 2026","passed","Thu Jan 29 22:30:22 UTC 2026","","Create the immunization event for a patient through batch file","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that clients cannot make a direct connection without mTLS to AWS backend","626","Verify that clients cannot make a direct connection without mTLS to AWS backend","features.APITests.steps","Thu Jan 29 22:29:08 UTC 2026","passed","Thu Jan 29 22:29:08 UTC 2026","","Get the API status","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the POST method of Search API will be successful with all the valid parameters","2883","Verify that the POST method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 29 22:28:47 UTC 2026","passed","Thu Jan 29 22:28:50 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","4010","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 29 22:28:34 UTC 2026","passed","Thu Jan 29 22:28:38 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2690","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 29 22:28:38 UTC 2026","passed","Thu Jan 29 22:28:41 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/search.feature: Verify that the GET method of Search API will be successful with all the valid parameters","2790","Verify that the GET method of Search API will be successful with all the valid parameters","features.APITests.steps","Thu Jan 29 22:28:21 UTC 2026","passed","Thu Jan 29 22:28:23 UTC 2026","","Search the immunization of a patient","",""
"/home/runner/work/immunisation-fhir-api/immunisation-fhir-api/tests/e2e_automation/features/APITests/status.feature: Verify that the /status endpoint works","508","Verify that the /status endpoint works","features.APITests.steps","Thu Jan 29 22:29:07 UTC 2026","passed","Thu Jan 29 22:29:08 UTC 2026","","Get the API status","",""
